oracle-run: started_at=2026-05-09T02:28:55+02:00
oracle-run: root=/home/t4ce/REPOS/TRUEOS
oracle-run: out_dir=/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest
oracle-run: render_nodes=total 0;lrwxrwxrwx 1 root root  8 May  7 23:32 pci-0000:00:02.0-card -> ../card1;lrwxrwxrwx 1 root root 13 May  7 23:32 pci-0000:00:02.0-render -> ../renderD128;lrwxrwxrwx 1 root root  8 May  7 23:32 pci-0000:01:00.0-card -> ../card2;lrwxrwxrwx 1 root root  8 May  7 23:31 pci-0000:01:00.0-platform-simple-framebuffer.0-card -> ../card0;lrwxrwxrwx 1 root root 13 May  7 23:32 pci-0000:01:00.0-render -> ../renderD129;
oracle-run: lspci=00:02.0 Display controller [0380]: Intel Corporation Raptor Lake-S GT1 [UHD Graphics 770] [8086:a780] (rev 04)
/home/t4ce/REPOS/TRUEOS/tools/intel_userland_oracle/sentinel.comp
oracle-run: build_ok=1
oracle-run: env MESA_VK_DEVICE_SELECT=8086:a780
oracle-run: env VK_LOADER_DRIVERS_SELECT=*intel*
oracle-run: env TRUEOS_ORACLE_VK_DEVICE_ID=0xA780
oracle-run: env TRUEOS_ORACLE_MAX_DUMP_BYTES=0
oracle-run: env TRUEOS_ORACLE_TRACE_STACKS=1
oracle-run: env TRUEOS_ORACLE_STACK_DEPTH=64
oracle-run: env TRUEOS_ORACLE_TRACE_SNAPSHOTS=1
oracle-run: env TRUEOS_ORACLE_REQUIRE_HW=0
oracle-run: hw_mmio=attempt-sudo-noninteractive
sudo-rs: interactive authentication is required
oracle-run: hw_mmio_sampler_unavailable reason=sudo-noninteractive-failed log=/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/hw_mmio_log.txt
trace seq=1 t_ns=97017974065689 trace-start pid=700457 out_dir="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest" max_dump_mode=full max_dump_cap=0x0 trace_stacks=1 stack_depth=64 trace_snapshots=1
trace seq=2 t_ns=97017974122481 artifact tag=start file="dumps/000001_start_proc_status.txt"
trace seq=3 t_ns=97017974152117 artifact tag=start file="dumps/000002_start_proc_maps.txt"
trace seq=4 t_ns=97017974167618 artifact tag=start file="dumps/000003_start_proc_limits.txt"
trace seq=5 t_ns=97017974268169 artifact tag=start file="dumps/000004_start_proc_mountinfo.txt"
trace seq=6 t_ns=97017974297071 artifact tag=start file="dumps/000005_start_fd.txt"
trace seq=7 t_ns=97017974378526 artifact tag=start file="dumps/000006_start_proc_smaps.txt"
trace seq=8 t_ns=97017974394006 artifact tag=start file="dumps/000007_start_environ.txt"
oracle-app: wanted vendor=0x8086 device=0xA780
oracle-app: lens macro=begin workload=one-workgroup-empty-circle lanes=8
trace seq=9 t_ns=97017976520239 open64 fd=4 flags=0x0 path="/usr/share/drirc.d/00-mesa-defaults.conf"
trace-stack seq=567 tag=ioctl-exit frame=6 pc=0x71e723e64be7 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x64be7) [0x71e723e64be7]"
trace-stack seq=567 tag=ioctl-exit frame=7 pc=0x71e723e66cd2 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x66cd2) [0x71e723e66cd2]"
trace-stack seq=567 tag=ioctl-exit frame=8 pc=0x55bcd0e73064 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x8c4) [0x55bcd0e73064]"
trace-stack seq=567 tag=ioctl-exit frame=9 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=567 tag=ioctl-exit frame=10 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=567 tag=ioctl-exit frame=11 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=568 t_ns=97018020379904 gem-mmap-offset handle=12 fake_offset=0x101600000 flags=0x2
trace seq=569 t_ns=97018020385347 mmap64 fd=6 path="/dev/dri/renderD128" addr=0x71e72711a000 len=0x1000 prot=0x3 flags=0x1 offset=0x101600000 handle=12
trace seq=570 t_ns=97018020409723 stack tag=mmap64 pid=700457 tid=700457 depth=12
trace-stack seq=570 tag=mmap64 frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=570 tag=mmap64 frame=1 pc=0x71e726e03365 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(mmap64+0x1d5) [0x71e726e03365]"
trace-stack seq=570 tag=mmap64 frame=2 pc=0x71e723e49935 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x49935) [0x71e723e49935]"
trace-stack seq=570 tag=mmap64 frame=3 pc=0x71e723e4f58d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f58d) [0x71e723e4f58d]"
trace-stack seq=570 tag=mmap64 frame=4 pc=0x71e723e9e5b3 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x9e5b3) [0x71e723e9e5b3]"
trace-stack seq=570 tag=mmap64 frame=5 pc=0x71e723e4f9ff symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f9ff) [0x71e723e4f9ff]"
trace-stack seq=570 tag=mmap64 frame=6 pc=0x71e723e64be7 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x64be7) [0x71e723e64be7]"
trace-stack seq=570 tag=mmap64 frame=7 pc=0x71e723e66cd2 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x66cd2) [0x71e723e66cd2]"
trace-stack seq=570 tag=mmap64 frame=8 pc=0x55bcd0e73064 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x8c4) [0x55bcd0e73064]"
trace-stack seq=570 tag=mmap64 frame=9 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=570 tag=mmap64 frame=10 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=570 tag=mmap64 frame=11 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=571 t_ns=97018020421131 mmap64 fd=9 path="/memfd:state table (deleted)" addr=0x71e727119000 len=0x1000 prot=0x3 flags=0x8001 offset=0x0 handle=0
trace seq=572 t_ns=97018020433578 stack tag=mmap64 pid=700457 tid=700457 depth=12
trace-stack seq=572 tag=mmap64 frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=572 tag=mmap64 frame=1 pc=0x71e726e03365 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(mmap64+0x1d5) [0x71e726e03365]"
trace-stack seq=572 tag=mmap64 frame=2 pc=0x71e723e4dc35 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4dc35) [0x71e723e4dc35]"
trace-stack seq=572 tag=mmap64 frame=3 pc=0x71e723e4e52e symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4e52e) [0x71e723e4e52e]"
trace-stack seq=572 tag=mmap64 frame=4 pc=0x71e723e502d2 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x502d2) [0x71e723e502d2]"
trace-stack seq=572 tag=mmap64 frame=5 pc=0x71e723e508a8 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x508a8) [0x71e723e508a8]"
trace-stack seq=572 tag=mmap64 frame=6 pc=0x71e723e64b4e symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x64b4e) [0x71e723e64b4e]"
trace-stack seq=572 tag=mmap64 frame=7 pc=0x71e723e6868c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x6868c) [0x71e723e6868c]"
trace-stack seq=572 tag=mmap64 frame=8 pc=0x55bcd0e730c3 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x923) [0x55bcd0e730c3]"
trace-stack seq=572 tag=mmap64 frame=9 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=572 tag=mmap64 frame=10 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=572 tag=mmap64 frame=11 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=573 t_ns=97018020848558 ioctl-enter fd=6 path="/dev/dri/renderD128" request=0xC0206464 name=DRM_IOCTL_I915_GEM_MMAP_OFFSET arg=0x7ffc9c269980
trace seq=574 t_ns=97018020876380 stack tag=ioctl-enter pid=700457 tid=700457 depth=16
trace-stack seq=574 tag=ioctl-enter frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=574 tag=ioctl-enter frame=1 pc=0x71e726e038bc symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(ioctl+0x2fc) [0x71e726e038bc]"
trace-stack seq=574 tag=ioctl-enter frame=2 pc=0x71e723e498b3 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x498b3) [0x71e723e498b3]"
trace-stack seq=574 tag=ioctl-enter frame=3 pc=0x71e723e4f58d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f58d) [0x71e723e4f58d]"
trace-stack seq=574 tag=ioctl-enter frame=4 pc=0x71e723e9e5b3 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x9e5b3) [0x71e723e9e5b3]"
trace-stack seq=574 tag=ioctl-enter frame=5 pc=0x71e723e4f9ff symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f9ff) [0x71e723e4f9ff]"
trace-stack seq=574 tag=ioctl-enter frame=6 pc=0x71e723e50d60 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x50d60) [0x71e723e50d60]"
trace-stack seq=574 tag=ioctl-enter frame=7 pc=0x71e723e5564c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x5564c) [0x71e723e5564c]"
trace-stack seq=574 tag=ioctl-enter frame=8 pc=0x71e723e5684d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x5684d) [0x71e723e5684d]"
trace-stack seq=574 tag=ioctl-enter frame=9 pc=0x71e723e601a0 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x601a0) [0x71e723e601a0]"
trace-stack seq=574 tag=ioctl-enter frame=10 pc=0x71e7241ac84e symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ac84e) [0x71e7241ac84e]"
trace-stack seq=574 tag=ioctl-enter frame=11 pc=0x71e726db64dc symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkAllocateCommandBuffers+0x3c) [0x71e726db64dc]"
trace-stack seq=574 tag=ioctl-enter frame=12 pc=0x55bcd0e731f1 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0xa51) [0x55bcd0e731f1]"
trace-stack seq=574 tag=ioctl-enter frame=13 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=574 tag=ioctl-enter frame=14 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=574 tag=ioctl-enter frame=15 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=575 t_ns=97018020880824 ioctl-exit fd=6 request=0xC0206464 name=DRM_IOCTL_I915_GEM_MMAP_OFFSET ret=0 errno=22
trace seq=576 t_ns=97018020906559 stack tag=ioctl-exit pid=700457 tid=700457 depth=16
trace-stack seq=576 tag=ioctl-exit frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=576 tag=ioctl-exit frame=1 pc=0x71e726e03982 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(ioctl+0x3c2) [0x71e726e03982]"
trace-stack seq=576 tag=ioctl-exit frame=2 pc=0x71e723e498b3 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x498b3) [0x71e723e498b3]"
trace-stack seq=576 tag=ioctl-exit frame=3 pc=0x71e723e4f58d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f58d) [0x71e723e4f58d]"
trace-stack seq=576 tag=ioctl-exit frame=4 pc=0x71e723e9e5b3 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x9e5b3) [0x71e723e9e5b3]"
trace-stack seq=576 tag=ioctl-exit frame=5 pc=0x71e723e4f9ff symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f9ff) [0x71e723e4f9ff]"
trace-stack seq=576 tag=ioctl-exit frame=6 pc=0x71e723e50d60 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x50d60) [0x71e723e50d60]"
trace-stack seq=576 tag=ioctl-exit frame=7 pc=0x71e723e5564c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x5564c) [0x71e723e5564c]"
trace-stack seq=576 tag=ioctl-exit frame=8 pc=0x71e723e5684d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x5684d) [0x71e723e5684d]"
trace-stack seq=576 tag=ioctl-exit frame=9 pc=0x71e723e601a0 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x601a0) [0x71e723e601a0]"
trace-stack seq=576 tag=ioctl-exit frame=10 pc=0x71e7241ac84e symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ac84e) [0x71e7241ac84e]"
trace-stack seq=576 tag=ioctl-exit frame=11 pc=0x71e726db64dc symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkAllocateCommandBuffers+0x3c) [0x71e726db64dc]"
trace-stack seq=576 tag=ioctl-exit frame=12 pc=0x55bcd0e731f1 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0xa51) [0x55bcd0e731f1]"
trace-stack seq=576 tag=ioctl-exit frame=13 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=576 tag=ioctl-exit frame=14 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=576 tag=ioctl-exit frame=15 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=577 t_ns=97018020909982 gem-mmap-offset handle=9 fake_offset=0x101000000 flags=0x2
trace seq=578 t_ns=97018020912623 mmap64 fd=6 path="/dev/dri/renderD128" addr=0x71e727113000 len=0x6000 prot=0x3 flags=0x1 offset=0x101000000 handle=9
trace seq=579 t_ns=97018020925028 stack tag=mmap64 pid=700457 tid=700457 depth=16
trace-stack seq=579 tag=mmap64 frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=579 tag=mmap64 frame=1 pc=0x71e726e03365 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(mmap64+0x1d5) [0x71e726e03365]"
trace-stack seq=579 tag=mmap64 frame=2 pc=0x71e723e49935 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x49935) [0x71e723e49935]"
trace-stack seq=579 tag=mmap64 frame=3 pc=0x71e723e4f58d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f58d) [0x71e723e4f58d]"
trace-stack seq=579 tag=mmap64 frame=4 pc=0x71e723e9e5b3 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x9e5b3) [0x71e723e9e5b3]"
trace-stack seq=579 tag=mmap64 frame=5 pc=0x71e723e4f9ff symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f9ff) [0x71e723e4f9ff]"
trace-stack seq=579 tag=mmap64 frame=6 pc=0x71e723e50d60 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x50d60) [0x71e723e50d60]"
trace-stack seq=579 tag=mmap64 frame=7 pc=0x71e723e5564c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x5564c) [0x71e723e5564c]"
trace-stack seq=579 tag=mmap64 frame=8 pc=0x71e723e5684d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x5684d) [0x71e723e5684d]"
trace-stack seq=579 tag=mmap64 frame=9 pc=0x71e723e601a0 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x601a0) [0x71e723e601a0]"
trace-stack seq=579 tag=mmap64 frame=10 pc=0x71e7241ac84e symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ac84e) [0x71e7241ac84e]"
trace-stack seq=579 tag=mmap64 frame=11 pc=0x71e726db64dc symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkAllocateCommandBuffers+0x3c) [0x71e726db64dc]"
trace-stack seq=579 tag=mmap64 frame=12 pc=0x55bcd0e731f1 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0xa51) [0x55bcd0e731f1]"
trace-stack seq=579 tag=mmap64 frame=13 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=579 tag=mmap64 frame=14 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=579 tag=mmap64 frame=15 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=580 t_ns=97018020967094 bo-dump phase=munmap handle=9 offset=0x0 map_len=0x4000 dump_len=0x4000 first_words=0xBBAA9988,0xFFEEDDCC,0x33221100,0x77665544 file="dumps/000579_munmap_handle_9_off_0x0_len_0x4000.bin"
trace seq=581 t_ns=97018020968746 munmap addr=0x71e727113000 len=0x4000 handle=9
trace seq=582 t_ns=97018020980765 stack tag=munmap pid=700457 tid=700457 depth=16
trace-stack seq=582 tag=munmap frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=582 tag=munmap frame=1 pc=0x71e726e0345f symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(munmap+0xcf) [0x71e726e0345f]"
trace-stack seq=582 tag=munmap frame=2 pc=0x71e723e4994f symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4994f) [0x71e723e4994f]"
trace-stack seq=582 tag=munmap frame=3 pc=0x71e723e4f58d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f58d) [0x71e723e4f58d]"
trace-stack seq=582 tag=munmap frame=4 pc=0x71e723e9e5b3 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x9e5b3) [0x71e723e9e5b3]"
trace-stack seq=582 tag=munmap frame=5 pc=0x71e723e4f9ff symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4f9ff) [0x71e723e4f9ff]"
trace-stack seq=582 tag=munmap frame=6 pc=0x71e723e50d60 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x50d60) [0x71e723e50d60]"
trace-stack seq=582 tag=munmap frame=7 pc=0x71e723e5564c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x5564c) [0x71e723e5564c]"
trace-stack seq=582 tag=munmap frame=8 pc=0x71e723e5684d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x5684d) [0x71e723e5684d]"
trace-stack seq=582 tag=munmap frame=9 pc=0x71e723e601a0 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x601a0) [0x71e723e601a0]"
trace-stack seq=582 tag=munmap frame=10 pc=0x71e7241ac84e symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ac84e) [0x71e7241ac84e]"
trace-stack seq=582 tag=munmap frame=11 pc=0x71e726db64dc symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkAllocateCommandBuffers+0x3c) [0x71e726db64dc]"
trace-stack seq=582 tag=munmap frame=12 pc=0x55bcd0e731f1 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0xa51) [0x55bcd0e731f1]"
trace-stack seq=582 tag=munmap frame=13 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=582 tag=munmap frame=14 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=582 tag=munmap frame=15 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=583 t_ns=97018020992671 bo-map-trim-front handle=9 new_addr=0x71e727117000 new_map_len=0x2000 new_bo_offset=0x4000
trace seq=584 t_ns=97018021030419 mmap64 fd=11 path="/memfd:state table (deleted)" addr=0x71e727116000 len=0x1000 prot=0x3 flags=0x8001 offset=0x0 handle=0
trace seq=585 t_ns=97018021042288 stack tag=mmap64 pid=700457 tid=700457 depth=15
trace-stack seq=585 tag=mmap64 frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=585 tag=mmap64 frame=1 pc=0x71e726e03365 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(mmap64+0x1d5) [0x71e726e03365]"
trace-stack seq=585 tag=mmap64 frame=2 pc=0x71e723e4dc35 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4dc35) [0x71e723e4dc35]"
trace-stack seq=585 tag=mmap64 frame=3 pc=0x71e723e4e52e symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x4e52e) [0x71e723e4e52e]"
trace-stack seq=585 tag=mmap64 frame=4 pc=0x71e723e502d2 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x502d2) [0x71e723e502d2]"
trace-stack seq=585 tag=mmap64 frame=5 pc=0x71e723e5044d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x5044d) [0x71e723e5044d]"
trace-stack seq=585 tag=mmap64 frame=6 pc=0x71e723e50521 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x50521) [0x71e723e50521]"
trace-stack seq=585 tag=mmap64 frame=7 pc=0x71e723e56661 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x56661) [0x71e723e56661]"
trace-stack seq=585 tag=mmap64 frame=8 pc=0x71e723e567a0 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x567a0) [0x71e723e567a0]"
trace-stack seq=585 tag=mmap64 frame=9 pc=0x71e723f70fd1 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x170fd1) [0x71e723f70fd1]"
trace-stack seq=585 tag=mmap64 frame=10 pc=0x71e723f76dc3 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x176dc3) [0x71e723f76dc3]"
trace-stack seq=585 tag=mmap64 frame=11 pc=0x55bcd0e73228 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0xa88) [0x55bcd0e73228]"
trace-stack seq=585 tag=mmap64 frame=12 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=585 tag=mmap64 frame=13 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=585 tag=mmap64 frame=14 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
oracle-app: lens macro=record-begin
oracle-app: lens macro=record-end pre-submit
oracle-app: lens macro=submit-enter
trace seq=586 t_ns=97018021271220 ioctl-enter fd=6 path="/dev/dri/renderD128" request=0xC02864C3 name=DRM_IOCTL_SYNCOBJ_WAIT arg=0x7ffc9c269260
trace seq=587 t_ns=97018021301483 stack tag=ioctl-enter pid=700457 tid=700457 depth=14
trace-stack seq=587 tag=ioctl-enter frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=587 tag=ioctl-enter frame=1 pc=0x71e726e038bc symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(ioctl+0x2fc) [0x71e726e038bc]"
trace-stack seq=587 tag=ioctl-enter frame=2 pc=0x71e7270ffbb0 symbol="/lib/x86_64-linux-gnu/libdrm.so.2(drmIoctl+0x30) [0x71e7270ffbb0]"
trace-stack seq=587 tag=ioctl-enter frame=3 pc=0x71e727104394 symbol="/lib/x86_64-linux-gnu/libdrm.so.2(drmSyncobjWait+0x44) [0x71e727104394]"
trace-stack seq=587 tag=ioctl-enter frame=4 pc=0x71e7241d2c29 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3d2c29) [0x71e7241d2c29]"
